programme,degree,pathway,competency,module_code,module_name,year,semester,level,status
Animal Biology - Data Analysis and Biostatistics,Animal Biology,Data Analysis and Biostatistics,Innovation,GEOU9SP,Geographical Information Systems,4,Autumn,1,optional
Animal Biology - Data Analysis and Biostatistics,Animal Biology,Data Analysis and Biostatistics,Critical Thinking,GEOU9SP,Geographical Information Systems,4,Autumn,3,optional
Animal Biology - Data Analysis and Biostatistics,Animal Biology,Data Analysis and Biostatistics,Integrated Problem Solving,GEOU9SP,Geographical Information Systems,4,Autumn,3,optional
Animal Biology - Data Analysis and Biostatistics,Animal Biology,Data Analysis and Biostatistics,Systems Thinking,GEOU9SP,Geographical Information Systems,4,Autumn,3,optional
Animal Biology - Data Analysis and Biostatistics,Animal Biology,Data Analysis and Biostatistics,Adaptability,BIOU6PE,Plant Ecology,4,Spring,2,optional
Animal Biology - Data Analysis and Biostatistics,Animal Biology,Data Analysis and Biostatistics,Self-Awareness,BIOU6PE,Plant Ecology,4,Spring,2,optional
Animal Biology - Data Analysis and Biostatistics,Animal Biology,Data Analysis and Biostatistics,Innovation,BIOU6PE,Plant Ecology,4,Spring,3,optional
Animal Biology - Data Analysis and Biostatistics,Animal Biology,Data Analysis and Biostatistics,Teamwork & Collaboration,BIOU6PE,Plant Ecology,4,Spring,2,optional
Animal Biology - Data Analysis and Biostatistics,Animal Biology,Data Analysis and Biostatistics,Critical Thinking,BIOU6PE,Plant Ecology,4,Spring,3,optional
Animal Biology - Data Analysis and Biostatistics,Animal Biology,Data Analysis and Biostatistics,Norms and Conflict Resolution,BIOU6PE,Plant Ecology,4,Spring,2,optional
Animal Biology - Data Analysis and Biostatistics,Animal Biology,Data Analysis and Biostatistics,Integrated Problem Solving,BIOU6PE,Plant Ecology,4,Spring,3,optional
Animal Biology - Data Analysis and Biostatistics,Animal Biology,Data Analysis and Biostatistics,Systems Thinking,BIOU6PE,Plant Ecology,4,Spring,3,optional
Animal Biology - Data Analysis and Biostatistics,Animal Biology,Data Analysis and Biostatistics,Adaptability,BIOU8FC,Biology Field Course,4,Spring,2,optional
Animal Biology - Data Analysis and Biostatistics,Animal Biology,Data Analysis and Biostatistics,Self-Awareness,BIOU8FC,Biology Field Course,4,Spring,2,optional
Animal Biology - Data Analysis and Biostatistics,Animal Biology,Data Analysis and Biostatistics,Innovation,BIOU8FC,Biology Field Course,4,Spring,3,optional
Animal Biology - Data Analysis and Biostatistics,Animal Biology,Data Analysis and Biostatistics,Teamwork & Collaboration,BIOU8FC,Biology Field Course,4,Spring,3,optional
Animal Biology - Data Analysis and Biostatistics,Animal Biology,Data Analysis and Biostatistics,Critical Thinking,BIOU8FC,Biology Field Course,4,Spring,3,optional
Animal Biology - Data Analysis and Biostatistics,Animal Biology,Data Analysis and Biostatistics,Integrated Problem Solving,BIOU8FC,Biology Field Course,4,Spring,2,optional
Animal Biology - Data Analysis and Biostatistics,Animal Biology,Data Analysis and Biostatistics,Systems Thinking,BIOU8FC,Biology Field Course,4,Spring,3,optional
Animal Biology - Ecological and Evolutionary,Animal Biology,Ecological and Evolutionary,Critical Thinking,BIOU2PH,Introduction to Physiology,1,Spring,2,compulsory
Animal Biology - Ecological and Evolutionary,Animal Biology,Ecological and Evolutionary,Systems Thinking,BIOU2PH,Introduction to Physiology,1,Spring,1,compulsory
Animal Biology - Ecological and Evolutionary,Animal Biology,Ecological and Evolutionary,Adaptability,BIOU2CE,"Cells, the building blocks of life",1,Spring,2,compulsory
Animal Biology - Ecological and Evolutionary,Animal Biology,Ecological and Evolutionary,Self-Awareness,BIOU2CE,"Cells, the building blocks of life",1,Spring,1,compulsory
Animal Biology - Ecological and Evolutionary,Animal Biology,Ecological and Evolutionary,Innovation,BIOU2CE,"Cells, the building blocks of life",1,Spring,1,compulsory
Animal Biology - Ecological and Evolutionary,Animal Biology,Ecological and Evolutionary,Critical Thinking,BIOU2CE,"Cells, the building blocks of life",1,Spring,2,compulsory
Animal Biology - Ecological and Evolutionary,Animal Biology,Ecological and Evolutionary,Integrated Problem Solving,BIOU2CE,"Cells, the building blocks of life",1,Spring,2,compulsory
Animal Biology - Ecological and Evolutionary,Animal Biology,Ecological and Evolutionary,Systems Thinking,BIOU2CE,"Cells, the building blocks of life",1,Spring,2,compulsory
Animal Biology - Ecological and Evolutionary,Animal Biology,Ecological and Evolutionary,Self-Awareness,BIOU3GE,Evolution and Genetics,2,Autumn,1,compulsory
Animal Biology - Ecological and Evolutionary,Animal Biology,Ecological and Evolutionary,Critical Thinking,BIOU3GE,Evolution and Genetics,2,Autumn,2,compulsory
Animal Biology - Ecological and Evolutionary,Animal Biology,Ecological and Evolutionary,Integrated Problem Solving,BIOU3GE,Evolution and Genetics,2,Autumn,2,compulsory
Animal Biology - Ecological and Evolutionary,Animal Biology,Ecological and Evolutionary,Systems Thinking,BIOU3GE,Evolution and Genetics,2,Autumn,2,compulsory
Animal Biology - Ecological and Evolutionary,Animal Biology,Ecological and Evolutionary,Adaptability,SCIU3FB,Practical Field Biology,2,Autumn,1,compulsory
Animal Biology - Ecological and Evolutionary,Animal Biology,Ecological and Evolutionary,Innovation,SCIU3FB,Practical Field Biology,2,Autumn,1,compulsory
Animal Biology - Ecological and Evolutionary,Animal Biology,Ecological and Evolutionary,Teamwork & Collaboration,SCIU3FB,Practical Field Biology,2,Autumn,1,compulsory
Animal Biology - Ecological and Evolutionary,Animal Biology,Ecological and Evolutionary,Critical Thinking,SCIU3FB,Practical Field Biology,2,Autumn,1,compulsory
Animal Biology - Ecological and Evolutionary,Animal Biology,Ecological and Evolutionary,Systems Thinking,SCIU3FB,Practical Field Biology,2,Autumn,1,compulsory
Animal Biology - Ecological and Evolutionary,Animal Biology,Ecological and Evolutionary,Adaptability,SCIU3LS,Lab Essentials for Physical and Life Sciences,2,Autumn,1,compulsory
Animal Biology - Ecological and Evolutionary,Animal Biology,Ecological and Evolutionary,Self-Awareness,SCIU3LS,Lab Essentials for Physical and Life Sciences,2,Autumn,1,compulsory
Animal Biology - Ecological and Evolutionary,Animal Biology,Ecological and Evolutionary,Teamwork & Collaboration,SCIU3LS,Lab Essentials for Physical and Life Sciences,2,Autumn,1,compulsory
Animal Biology - Ecological and Evolutionary,Animal Biology,Ecological and Evolutionary,Critical Thinking,SCIU3LS,Lab Essentials for Physical and Life Sciences,2,Autumn,1,compulsory
Animal Biology - Ecological and Evolutionary,Animal Biology,Ecological and Evolutionary,Integrated Problem Solving,SCIU3LS,Lab Essentials for Physical and Life Sciences,2,Autumn,1,compulsory
Animal Biology - Ecological and Evolutionary,Animal Biology,Ecological and Evolutionary,Systems Thinking,SCIU3LS,Lab Essentials for Physical and Life Sciences,2,Autumn,1,compulsory
Animal Biology - Ecological and Evolutionary,Animal Biology,Ecological and Evolutionary,Self-Awareness,SCIU4T4,Statistical Techniques,2,Spring,1,compulsory
Animal Biology - Ecological and Evolutionary,Animal Biology,Ecological and Evolutionary,Innovation,SCIU4T4,Statistical Techniques,2,Spring,1,compulsory
Animal Biology - Ecological and Evolutionary,Animal Biology,Ecological and Evolutionary,Critical Thinking,SCIU4T4,Statistical Techniques,2,Spring,2,compulsory
Animal Biology - Ecological and Evolutionary,Animal Biology,Ecological and Evolutionary,Systems Thinking,SCIU4T4,Statistical Techniques,2,Spring,1,compulsory
Animal Biology - Ecological and Evolutionary,Animal Biology,Ecological and Evolutionary,Adaptability,BIOU9PC,Population and Community Ecology,3,Autumn,2,pathway
Animal Biology - Ecological and Evolutionary,Animal Biology,Ecological and Evolutionary,Self-Awareness,BIOU9PC,Population and Community Ecology,3,Autumn,1,pathway
Animal Biology - Ecological and Evolutionary,Animal Biology,Ecological and Evolutionary,Teamwork & Collaboration,BIOU9PC,Population and Community Ecology,3,Autumn,2,pathway
Animal Biology - Ecological and Evolutionary,Animal Biology,Ecological and Evolutionary,Critical Thinking,BIOU9PC,Population and Community Ecology,3,Autumn,3,pathway
Animal Biology - Ecological and Evolutionary,Animal Biology,Ecological and Evolutionary,Integrated Problem Solving,BIOU9PC,Population and Community Ecology,3,Autumn,2,pathway
Animal Biology - Ecological and Evolutionary,Animal Biology,Ecological and Evolutionary,Systems Thinking,BIOU9PC,Population and Community Ecology,3,Autumn,3,pathway
Animal Biology - Ecological and Evolutionary,Animal Biology,Ecological and Evolutionary,Adaptability,BIOU6BE,Behavioural Ecology,3,Spring,3,compulsory
Animal Biology - Ecological and Evolutionary,Animal Biology,Ecological and Evolutionary,Innovation,BIOU6BE,Behavioural Ecology,3,Spring,3,compulsory
Animal Biology - Ecological and Evolutionary,Animal Biology,Ecological and Evolutionary,Critical Thinking,BIOU6BE,Behavioural Ecology,3,Spring,3,compulsory
Animal Biology - Ecological and Evolutionary,Animal Biology,Ecological and Evolutionary,Integrated Problem Solving,BIOU6BE,Behavioural Ecology,3,Spring,3,compulsory
Animal Biology - Ecological and Evolutionary,Animal Biology,Ecological and Evolutionary,Systems Thinking,BIOU6BE,Behavioural Ecology,3,Spring,3,compulsory
Animal Biology - Ecological and Evolutionary,Animal Biology,Ecological and Evolutionary,Adaptability,BIOU6AC,The Animal Cell,3,Spring,2,compulsory
Animal Biology - Ecological and Evolutionary,Animal Biology,Ecological and Evolutionary,Self-Awareness,BIOU6AC,The Animal Cell,3,Spring,2,compulsory
Animal Biology - Ecological and Evolutionary,Animal Biology,Ecological and Evolutionary,Innovation,BIOU6AC,The Animal Cell,3,Spring,2,compulsory
Animal Biology - Ecological and Evolutionary,Animal Biology,Ecological and Evolutionary,Teamwork & Collaboration,BIOU6AC,The Animal Cell,3,Spring,2,compulsory
Animal Biology - Ecological and Evolutionary,Animal Biology,Ecological and Evolutionary,Critical Thinking,BIOU6AC,The Animal Cell,3,Spring,2,compulsory
Animal Biology - Ecological and Evolutionary,Animal Biology,Ecological and Evolutionary,Norms and Conflict Resolution,BIOU6AC,The Animal Cell,3,Spring,2,compulsory
Animal Biology - Ecological and Evolutionary,Animal Biology,Ecological and Evolutionary,Integrated Problem Solving,BIOU6AC,The Animal Cell,3,Spring,2,compulsory
Animal Biology - Ecological and Evolutionary,Animal Biology,Ecological and Evolutionary,Systems Thinking,BIOU6AC,The Animal Cell,3,Spring,2,compulsory
Animal Biology - Ecological and Evolutionary,Animal Biology,Ecological and Evolutionary,Teamwork & Collaboration,BIOU9SX,Evolutionary Consequences of Sexual Reproduction,4,Autumn,2,pathway
Animal Biology - Ecological and Evolutionary,Animal Biology,Ecological and Evolutionary,Critical Thinking,BIOU9SX,Evolutionary Consequences of Sexual Reproduction,4,Autumn,2,pathway
Animal Biology - Ecological and Evolutionary,Animal Biology,Ecological and Evolutionary,Integrated Problem Solving,BIOU9SX,Evolutionary Consequences of Sexual Reproduction,4,Autumn,2,pathway
Animal Biology - Ecological and Evolutionary,Animal Biology,Ecological and Evolutionary,Systems Thinking,BIOU9SX,Evolutionary Consequences of Sexual Reproduction,4,Autumn,2,pathway
Animal Biology - Ecological and Evolutionary,Animal Biology,Ecological and Evolutionary,Adaptability,SCIU9PR,Biological and Environmental Sciences Honours Project,4,Spring,3,compulsory
Animal Biology - Ecological and Evolutionary,Animal Biology,Ecological and Evolutionary,Self-Awareness,SCIU9PR,Biological and Environmental Sciences Honours Project,4,Spring,3,compulsory
Animal Biology - Ecological and Evolutionary,Animal Biology,Ecological and Evolutionary,Innovation,SCIU9PR,Biological and Environmental Sciences Honours Project,4,Spring,3,compulsory
Animal Biology - Ecological and Evolutionary,Animal Biology,Ecological and Evolutionary,Teamwork & Collaboration,SCIU9PR,Biological and Environmental Sciences Honours Project,4,Spring,3,compulsory
Animal Biology - Ecological and Evolutionary,Animal Biology,Ecological and Evolutionary,Critical Thinking,SCIU9PR,Biological and Environmental Sciences Honours Project,4,Spring,3,compulsory
Animal Biology - Ecological and Evolutionary,Animal Biology,Ecological and Evolutionary,Norms and Conflict Resolution,SCIU9PR,Biological and Environmental Sciences Honours Project,4,Spring,3,compulsory
Animal Biology - Ecological and Evolutionary,Animal Biology,Ecological and Evolutionary,Integrated Problem Solving,SCIU9PR,Biological and Environmental Sciences Honours Project,4,Spring,3,compulsory
Animal Biology - Ecological and Evolutionary,Animal Biology,Ecological and Evolutionary,Systems Thinking,SCIU9PR,Biological and Environmental Sciences Honours Project,4,Spring,3,compulsory
Animal Biology - Ecological and Evolutionary,Animal Biology,Ecological and Evolutionary,Adaptability,BIOU5MB,Microbiology,3,Autumn,2,optional
Animal Biology - Ecological and Evolutionary,Animal Biology,Ecological and Evolutionary,Innovation,BIOU5MB,Microbiology,3,Autumn,1,optional
Animal Biology - Ecological and Evolutionary,Animal Biology,Ecological and Evolutionary,Critical Thinking,BIOU5MB,Microbiology,3,Autumn,2,optional
Animal Biology - Ecological and Evolutionary,Animal Biology,Ecological and Evolutionary,Integrated Problem Solving,BIOU5MB,Microbiology,3,Autumn,2,optional
Animal Biology - Ecological and Evolutionary,Animal Biology,Ecological and Evolutionary,Systems Thinking,BIOU5MB,Microbiology,3,Autumn,2,optional
Animal Biology - Ecological and Evolutionary,Animal Biology,Ecological and Evolutionary,Adaptability,ENVU5EP,Environmental Policy in a Changing World,3,Autumn,1,optional
Animal Biology - Ecological and Evolutionary,Animal Biology,Ecological and Evolutionary,Self-Awareness,ENVU5EP,Environmental Policy in a Changing World,3,Autumn,3,optional
Animal Biology - Ecological and Evolutionary,Animal Biology,Ecological and Evolutionary,Innovation,ENVU5EP,Environmental Policy in a Changing World,3,Autumn,2,optional
Animal Biology - Ecological and Evolutionary,Animal Biology,Ecological and Evolutionary,Teamwork & Collaboration,ENVU5EP,Environmental Policy in a Changing World,3,Autumn,3,optional
Animal Biology - Ecological and Evolutionary,Animal Biology,Ecological and Evolutionary,Critical Thinking,ENVU5EP,Environmental Policy in a Changing World,3,Autumn,3,optional
Animal Biology - Ecological and Evolutionary,Animal Biology,Ecological and Evolutionary,Norms and Conflict Resolution,ENVU5EP,Environmental Policy in a Changing World,3,Autumn,2,optional
Animal Biology - Ecological and Evolutionary,Animal Biology,Ecological and Evolutionary,Integrated Problem Solving,ENVU5EP,Environmental Policy in a Changing World,3,Autumn,2,optional
Animal Biology - Ecological and Evolutionary,Animal Biology,Ecological and Evolutionary,Systems Thinking,ENVU5EP,Environmental Policy in a Changing World,3,Autumn,3,optional
Animal Biology - Ecological and Evolutionary,Animal Biology,Ecological and Evolutionary,Adaptability,SCIU7SR,Statistics Using R,3,Autumn,2,optional
Animal Biology - Ecological and Evolutionary,Animal Biology,Ecological and Evolutionary,Innovation,SCIU7SR,Statistics Using R,3,Autumn,2,optional
